Company_Code,Company_Name,Market_Type,Security_Code,Sector,Market_Cap,Last_Price,PE,DY,ROE
KOTRA,KOTRA INDUSTRIES BERHAD,MAIN,0002,Pharmaceuticals,763.82m,5.15,11.71,4.95,24.03
KPJ,KPJ HEALTHCARE BERHAD,MAIN,5878,Health Care Providers,5.251b,1.16,23.29,1.77,9.76
KPPROP,KERJAYA PROSPEK PROPERTY BERHAD,MAIN,7077,Property,306.11m,0.77,3.34,3.92,13.08
KPS,KUMPULAN PERANGSANG SELANGOR BERHAD,MAIN,5843,Diversified Industrials,378.86m,0.71,5.84,12.77,6.10
KPSCB,KPS CONSORTIUM BERHAD,MAIN,9121,Wood & Wood Products,88.62m,0.55,7.01,0.00,4.09
KRETAM,KRETAM HOLDINGS BERHAD,MAIN,1996,Plantation,1.362b,0.59,27.73,1.71,5.96
KRONO,KRONOLOGI ASIA BERHAD,ACE,0176,Digital Services,355.37m,0.40,14.04,0.00,4.75
KSENG,KECK SENG (MALAYSIA) BERHAD,MAIN,3476,Diversified Industrials,1.529b,4.23,7.08,3.31,8.41
KSL,KSL HOLDINGS BERHAD,MAIN,5038,Property,1.079b,1.04,3.43,0.00,8.82
KSSC,K.SENG SENG CORPORATION BERHAD,MAIN,5192,"Industrial Materials, Components & Equipment",175.71m,1.17,-,0.00,-0.74
KTC,KIM TECK CHEONG CONSOLIDATED BERHAD,MAIN,0180,Consumer Services,177.28m,0.26,8.12,0.00,11.43
KUB,KUB MALAYSIA BERHAD,MAIN,6874,Industrial Services,303.27m,0.55,8.92,3.67,6.57
KUCHAI,KUCHAI DEVELOPMENT BERHAD,MAIN,2186,Other Financials,162.11m,1.31,14.52,1.53,2.76
KYM,KYM HOLDINGS BERHAD,MAIN,8362,Packaging Materials,68.67m,0.45,5.31,0.00,11.78
L&G,LAND & GENERAL BERHAD,MAIN,3174,Property,371.64m,0.13,14.53,4.80,2.27
L&PBHD,L&P GLOBAL BERHAD,ACE,0268,Industrial Services,246.40m,0.44,14.29,1.14,19.25
LAGENDA,LAGENDA PROPERTIES BERHAD,MAIN,7179,Property,1.030b,1.23,6.74,5.28,14.49
LAMBO,LAMBO GROUP BERHAD,ACE,0018,Software,30.81m,0.02,-,0.00,-
LANDMRK,LANDMARKS BERHAD,MAIN,1643,"Travel, Leisure & Hospitality",117.51m,0.18,-,0.00,-2.24
LAYHONG,LAY HONG BERHAD,MAIN,9385,Agricultural Products,203.59m,0.28,7.24,1.09,6.03
LBALUM,LB ALUMINIUM BERHAD,MAIN,9326,Metals,208.73m,0.48,6.82,5.21,7.74
LBICAP,LBI CAPITAL BERHAD,MAIN,8494,Property,56.66m,0.51,93.52,3.96,0.43
LBS,LBS BINA GROUP BERHAD,MAIN,5789,Property,839.55m,0.54,6.75,4.58,8.53
LCTITAN,LOTTE CHEMICAL TITAN HOLDING BERHAD,MAIN,5284,Chemicals,2.682b,1.16,-,12.05,-9.98
LEBTECH,LEBTECH BERHAD,MAIN,9628,Construction,107.82m,0.79,-,0.00,-
LEESK,LEE SWEE KIAT GROUP BERHAD,MAIN,8079,Household Goods,126.70m,0.76,10.30,4.64,17.05
LEFORM,LEFORM BERHAD,ACE,0266,Metals,325.82m,0.22,-,4.09,-7.72
LEONFB,LEON FUAT BERHAD,MAIN,5232,Metals,184.14m,0.54,12.89,2.78,2.46
LFECORP,LFE CORPORATION BERHAD,MAIN,7170,Industrial Engineering,194.01m,0.18,102.94,0.00,2.12
LGMS,LGMS BERHAD,ACE,0249,Digital Services,483.36m,1.06,43.09,1.23,13.52
LHI,LEONG HUP INTERNATIONAL BERHAD,MAIN,6633,Agricultural Products,2.008b,0.55,8.18,3.27,11.65
LIENHOE,LIEN HOE CORPORATION BERHAD,MAIN,3573,Property,108.52m,0.30,-,0.00,-6.77
LIIHEN,LII HEN INDUSTRIES BHD.,MAIN,7089,Household Goods,467.10m,0.87,7.08,8.04,13.27
LIONIND,LION INDUSTRIES CORPORATION BERHAD,MAIN,4235,Metals,262.04m,0.37,-,0.00,-21.47
LIONPSIM,LION POSIM BERHAD,MAIN,8486,Industrial Services,94.94m,0.41,31.54,0.00,0.39
LKL,LKL INTERNATIONAL BERHAD,ACE,0182,Health Care Equipment & Services,56.27m,0.15,-,2.41,-
LOTUS,LOTUS KFM BERHAD,MAIN,8303,Food & Beverages,260.81m,0.26,106.25,0.00,3.00
LPI,LPI CAPITAL BHD,MAIN,8621,Insurance,4.557b,11.44,15.39,5.24,14.04
LSH,LIM SEONG HAI CAPITAL BERHAD,LEAP,03047,Construction,621.60m,0.88,-,4.01,-
LSTEEL,LEADER STEEL HOLDINGS BERHAD,MAIN,9881,Metals,66.66m,0.48,13.42,3.16,2.55
LTKM,LTKM BERHAD,MAIN,7085,Agricultural Products,186.05m,1.30,-,0.00,-
LUSTER,LUSTER INDUSTRIES BHD.,MAIN,5068,"Industrial Materials, Components & Equipment",226.70m,0.08,-,0.00,-5.44
LUXCHEM,LUXCHEM CORPORATION BERHAD,MAIN,5143,Chemicals,497.49m,0.47,17.68,4.30,4.70
LYC,LYC HEALTHCARE BERHAD,ACE,0075,Health Care Providers,123.50m,0.19,-,0.00,-37.14
LYSAGHT,LYSAGHT GALVANIZED STEEL BERHAD,MAIN,9199,Metals,90.23m,2.17,9.95,1.38,5.22
M&A,M & A EQUITY HOLDINGS BERHAD,MAIN,7082,Other Financials,671.33m,0.34,-,0.00,-
M&G,MARINE & GENERAL BERHAD,MAIN,5078,Transportation & Logistics Services,184.59m,0.26,3.36,0.00,63.17
MAA,MAA GROUP BERHAD,MAIN,1198,Insurance,89.67m,0.34,-,0.00,-0.18
MAG,MAG HOLDINGS BERHAD,ACE,0095,Food & Beverages,319.87m,0.20,9.26,0.00,4.50
MAGNA,MAGNA PRIMA BERHAD,MAIN,7617,Property,162.58m,0.41,-,0.00,-0.70
MAGNI,MAGNI-TECH INDUSTRIES BERHAD,MAIN,7087,Personal Goods,846.20m,1.95,8.13,4.62,12.49
MAGNUM,MAGNUM BERHAD,MAIN,3859,"Travel, Leisure & Hospitality",1.582b,1.10,13.51,4.55,4.85
MAHSING,MAH SING GROUP BERHAD,MAIN,8583,Property,2.039b,0.84,10.49,3.57,5.41
MALAKOF,MALAKOFF CORPORATION BERHAD,MAIN,5264,Electricity,2.975b,0.60,-,8.82,-6.01
MALPAC,MALPAC HOLDINGS BERHAD,MAIN,4936,Plantation,78.75m,1.05,29.09,0.00,1.57
MALTON,MALTON BERHAD,MAIN,6181,Property,216.54m,0.41,-,0.00,-
MANULFE,MANULIFE HOLDINGS BERHAD,MAIN,1058,Insurance,425.77m,1.94,9.17,3.61,3.75
MARCO,MARCO HOLDINGS BERHAD,MAIN,3514,Personal Goods,205.59m,0.20,10.10,20.51,9.65
MASTEEL,MALAYSIA STEEL WORKS (KL) BHD,MAIN,5098,Metals,227.50m,0.34,35.26,0.00,0.75
MASTER,MASTER-PACK GROUP BERHAD,MAIN,7029,Packaging Materials,148.02m,2.71,6.16,4.43,15.71
MATANG,MATANG BERHAD,ACE,0189,Plantation,215.03m,0.09,81.82,2.44,1.10
MATRIX,MATRIX CONCEPTS HOLDINGS BERHAD,MAIN,5236,Property,1.877b,1.50,8.30,5.50,11.15
MAXIM,MAXIM GLOBAL BERHAD,MAIN,4022,Property,275.73m,0.38,6.86,2.67,14.47
MAXIS,MAXIS BERHAD,MAIN,6012,Telecommunications Service Providers,31.250b,3.99,25.93,5.01,19.99
MAYBANK,MALAYAN BANKING BERHAD,MAIN,1155,Banking,105.768b,8.77,11.84,6.61,9.90
MAYBULK,MALAYSIAN BULK CARRIERS BERHAD,MAIN,5077,Transportation & Logistics Services,315.00m,0.32,11.45,0.00,5.38
MAYU,MAYU GLOBAL GROUP BERHAD,MAIN,7099,Metals,141.99m,0.32,9.76,0.00,2.85
MBL,MUAR BAN LEE GROUP BERHAD,MAIN,5152,"Industrial Materials, Components & Equipment",121.82m,0.49,2.09,0.00,25.24
MBMR,MBM RESOURCES BHD,MAIN,5983,Automotive,1.513b,3.87,6.05,11.11,12.03
MBN,MYMBN BERHAD,ACE,0280,Consumer Services,73.34m,0.19,-,0.00,-
MBRIGHT,META BRIGHT GROUP BERHAD,MAIN,2097,"Travel, Leisure & Hospitality",508.90m,0.22,58.11,0.00,3.70
MBSB,MALAYSIA BUILDING SOCIETY BERHAD,MAIN,1171,Other Financials,6.126b,0.75,14.67,11.41,4.21
MCEHLDG,MCE HOLDINGS BERHAD,MAIN,7004,Auto Parts,103.79m,1.68,6.74,3.27,13.07
MCEMENT,MALAYAN CEMENT BERHAD,MAIN,3794,Building Materials,4.743b,3.62,29.82,1.66,2.67
MCLEAN,MCLEAN TECHNOLOGIES BERHAD,ACE,0167,Industrial Services,27.61m,0.14,-,0.00,-17.88
MCOM,MCOM HOLDINGS BERHAD,LEAP,03022,Digital Services,39.15m,0.20,-,0.00,-
MEDIA,MEDIA PRIMA BERHAD,MAIN,4502,Media,476.96m,0.43,-,3.49,-
MEDIAC,MEDIA CHINESE INTERNATIONAL LIMITED,MAIN,5090,Media,253.09m,0.15,-,4.47,-1.85
MELATI,MELATI EHSAN HOLDINGS BERHAD,MAIN,5129,Construction,63.00m,0.53,3.88,1.90,6.41
MELEWAR,MELEWAR INDUSTRIAL GROUP BERHAD,MAIN,3778,Metals,104.24m,0.29,-,0.00,-3.26
MENANG,MENANG CORPORATION (M) BERHAD,MAIN,1694,Property,370.76m,0.72,21.43,0.00,4.54
MENTIGA,MENTIGA CORPORATION BERHAD,MAIN,5223,Wood & Wood Products,52.85m,0.76,-,0.00,-12.04
MERCURY,MERCURY INDUSTRIES BERHAD,MAIN,8192,Construction,63.66m,0.99,-,0.00,-10.45
MERIDIAN,MERIDIAN BERHAD,MAIN,5040,Property,23.99m,0.11,-,0.00,-29.00
MERSEC,MERCURY SECURITIES GROUP BERHAD,ACE,0285,Other Financials,272.37m,0.31,-,0.00,-
MESB,MESB BERHAD,MAIN,7234,Personal Goods,70.70m,0.49,5.87,0.00,11.28
MESTRON,MESTRON HOLDINGS BERHAD,ACE,0207,Metals,527.73m,0.53,39.85,0.28,10.23
METFSID,MYETF MSCI SEA ISLAMIC DIVIDEND,ETF,0825EA,Equity Fund,48.68m,0.83,-,0.00,-
METFUS50,MYETF DOW JONES U.S. TITANS 50,ETF,0827EA,Equity Fund,24.63m,2.05,-,0.00,-
METROD,METROD HOLDINGS BERHAD,MAIN,6149,Metals,151.20m,1.26,9.98,4.76,3.59
MFCB,MEGA FIRST CORPORATION BERHAD,MAIN,3069,Electricity,3.321b,3.36,8.88,2.22,12.04
MFGROUP,MANFORCE GROUP BERHAD,LEAP,03015,Consumer Services,76.80m,0.24,-,0.00,-
MFLOUR,MALAYAN FLOUR MILLS BERHAD,MAIN,3662,Food & Beverages,654.43m,0.64,6.45,4.69,7.25
MGB,MGB BERHAD,MAIN,7595,Construction,405.28m,0.69,13.00,0.73,5.86
MGRC,MALAYSIAN GENOMICS RESOURCE CENTRE BERHAD,ACE,0155,Health Care Equipment & Services,66.55m,0.49,-,0.00,-49.57
MHB,MALAYSIA MARINE AND HEAVY ENGINEERING HOLDINGS BERHAD,MAIN,5186,"Energy Infrastructure, Equipment & Services",840.00m,0.53,-,2.86,-25.73
MHC,MHC PLANTATIONS BHD,MAIN,5026,Plantation,178.86m,0.91,12.83,7.69,4.57
MHCARE,METRO HEALTHCARE BERHAD,LEAP,03005,Health Care Providers,388.53m,0.63,-,1.11,-
MI,MI TECHNOVATION BERHAD,MAIN,5286,Technology Equipment,1.521b,1.69,22.87,2.37,6.21
MICROLN,MICROLINK SOLUTIONS BERHAD,MAIN,0126,Digital Services,965.16m,0.90,41.28,0.56,10.38
MIECO,MIECO CHIPBOARD BERHAD,MAIN,5001,Wood & Wood Products,645.00m,0.65,-,0.00,-8.67
MIKROMB,MIKRO MSC BERHAD,ACE,0112,Technology Equipment,300.58m,0.28,80.00,0.18,1.93
MILUX,MILUX CORPORATION BERHAD,MAIN,7935,Household Goods,128.11m,0.55,-,0.00,-0.06
MINETEC,MINETECH RESOURCES BERHAD,MAIN,7219,Building Materials,76.46m,0.05,-,0.00,-10.50
MINHO,MINHO (M) BERHAD,MAIN,5576,Wood & Wood Products,108.80m,0.31,18.05,0.00,1.51
MINOX,MINOX INTERNATIONAL GROUP BERHAD,ACE,0288,Wood & Wood Products,-,0.00,-,-,-
MISC,MISC BERHAD,MAIN,3816,Transportation & Logistics Services,31.648b,7.09,12.50,4.65,6.34
MITRA,MITRAJAYA HOLDINGS BERHAD,MAIN,9571,Construction,213.44m,0.28,8.21,1.82,3.28
MJPERAK,MAJUPERAK HOLDINGS BERHAD,MAIN,8141,Property,91.01m,0.32,-,0.00,-1.83
MKH,MKH BERHAD,MAIN,6114,Property,803.57m,1.37,12.09,2.92,3.54
MKLAND,MK LAND HOLDINGS BERHAD,MAIN,8893,Property,307.85m,0.26,23.39,0.00,1.06
MLAB,MLABS SYSTEMS BERHAD,ACE,0085,Technology Equipment,21.74m,0.02,-,0.00,-5.44
MMAG,MMAG HOLDINGS BERHAD,ACE,0034,Digital Services,36.34m,0.02,-,0.00,-36.86
MMIS,MMIS BERHAD,LEAP,03027,"Industrial Materials, Components & Equipment",300.00m,0.50,-,0.00,-
MMSV,MMS VENTURES BERHAD,MAIN,0113,Technology Equipment,111.94m,0.54,66.67,3.70,2.31
MNC,M N C WIRELESS BERHAD,ACE,0103,Telecommunications Equipment,36.32m,0.16,-,0.00,-10.46
MNHLDG,MN HOLDINGS BERHAD,ACE,0245,Construction,149.19m,0.37,15.53,0.00,13.82
MNRB,MNRB HOLDINGS BERHAD,MAIN,6459,Insurance,924.04m,1.18,4.56,3.77,7.57
MOBILIA,MOBILIA HOLDINGS BERHAD,MAIN,0229,Household Goods,115.50m,0.17,17.93,3.03,10.22
MPAY,MANAGEPAY SYSTEMS BERHAD,ACE,0156,Software,94.75m,0.11,-,0.00,-14.89
MPHBCAP,MPHB CAPITAL BERHAD,MAIN,5237,Property,750.75m,1.05,3.33,4.76,13.14
MPI,MALAYSIAN PACIFIC INDUSTRIES BERHAD,MAIN,3867,Semiconductors,5.608b,26.72,91.44,1.31,2.88
MPIRE,MPIRE GLOBAL BERHAD,MAIN,7943,Household Goods,37.57m,0.15,-,0.00,-46.50
MPSOL,MATRIX PARKING SOLUTION HOLDINGS BERHAD,LEAP,03019,Consumer Services,22.29m,0.10,-,1.70,-
MQTECH,MQ TECHNOLOGY BERHAD,ACE,0070,Semiconductors,41.44m,0.03,-,0.00,-5.00
MRCB,MALAYSIAN RESOURCES CORPORATION BERHAD,MAIN,1651,Property,2.033b,0.46,36.40,2.20,1.24
MRDIY,MR D.I.Y. GROUP (M) BERHAD,MAIN,5296,Retailers,14.443b,1.53,28.02,1.42,32.12
MSC,MALAYSIA SMELTING CORPORATION BERHAD,MAIN,5916,Metals,932.40m,2.22,15.96,3.15,7.69
MSM,MSM MALAYSIA HOLDINGS BERHAD,MAIN,5202,Food & Beverages,927.93m,1.32,-,0.00,-11.93
MSNIAGA,MESINIAGA BERHAD,MAIN,5011,Digital Services,77.92m,1.29,23.12,7.75,3.15
MSTGOLF,MST GOLF GROUP BERHAD,MAIN,5316,Retailers,422.75m,0.52,-,0.00,-
MTAG,MTAG GROUP BERHAD,ACE,0213,Industrial Services,296.50m,0.44,9.86,6.90,14.23
MTOUCHE,MTOUCHE TECHNOLOGY BERHAD,ACE,0092,Telecommunications Service Providers,46.34m,0.05,-,0.00,-14.72
MTRONIC,METRONIC GLOBAL BERHAD,MAIN,0043,Industrial Services,30.62m,0.02,-,0.00,-5.50
MUDA,MUDA HOLDINGS BERHAD,MAIN,3883,Packaging Materials,439.27m,1.44,-,2.78,-3.55
MUDAJYA,MUDAJAYA GROUP BERHAD,MAIN,5085,Construction,328.26m,0.18,-,0.00,-2.74
MUH,MULTI-USAGE HOLDINGS BERHAD,MAIN,9539,Property,29.62m,0.53,6.87,0.00,5.31
MUHIBAH,MUHIBBAH ENGINEERING (M) BHD,MAIN,5703,Construction,530.67m,0.73,-,0.00,-0.96
MUIIND,MALAYAN UNITED INDUSTRIES BERHAD,MAIN,3891,"Travel, Leisure & Hospitality",209.68m,0.07,-,0.00,-1.34
MUIPROP,MUI PROPERTIES BERHAD,MAIN,3913,Property,148.99m,0.20,4.19,5.13,9.89
MULPHA,MULPHA INTERNATIONAL BERHAD,MAIN,3905,"Travel, Leisure & Hospitality",759.27m,2.44,-,0.00,-0.50
MYCRON,MYCRON STEEL BERHAD,MAIN,5087,Metals,112.83m,0.35,-,8.70,-2.50
MYEG,MY E.G. SERVICES BERHAD,MAIN,0138,Digital Services,5.971b,0.79,13.48,1.80,21.47
MYETFDJ,MYETF DOW JONES ISLAMIC MARKET MALAYSIA TITANS 25,ETF,0821EA,Equity Fund,133.78m,0.99,-,0.00,-
MYETFID,MYETF MSCI MALAYSIA ISLAMIC DIVIDEND,ETF,0824EA,Equity Fund,23.98m,1.21,-,0.00,-
MYNEWS,MYNEWS HOLDINGS BERHAD,MAIN,5275,Retailers,431.45m,0.58,-,0.00,-4.42
MYTECH,MYTECH GROUP BERHAD,MAIN,7692,Metals,83.91m,0.38,76.53,0.00,2.72
N2N,N2N CONNECT BERHAD,ACE,0108,Software,248.40m,0.45,15.34,4.49,5.58
NADIBHD,GAGASAN NADI CERGAS BERHAD,ACE,0206,Construction,225.90m,0.30,-,0.00,-1.46
NAIM,NAIM HOLDINGS BERHAD,MAIN,5073,Property,423.88m,0.83,27.23,0.00,1.22
NATGATE,NATIONGATE HOLDINGS BERHAD,ACE,0270,"Industrial Materials, Components & Equipment",2.572b,1.24,32.21,0.81,19.35
NCT,NCT ALLIANCE BERHAD,MAIN,0056,Property,501.76m,0.33,12.41,0.00,7.02
NESTCON,NESTCON BERHAD,ACE,0235,Construction,245.55m,0.36,-,0.00,-13.95
NESTLE,NESTLE (MALAYSIA) BERHAD,MAIN,4707,Food & Beverages,29.547b,126.00,47.38,2.08,86.62
NETX,NETX HOLDINGS BERHAD,ACE,0020,Software,151.73m,0.17,-,0.00,-13.29
NEXGRAM,NEXGRAM HOLDINGS BERHAD,ACE,0096,Telecommunications Equipment,12.98m,0.02,-,0.00,-1.61
NGGB,NEXTGREEN GLOBAL BERHAD,MAIN,7241,Industrial Services,784.74m,0.89,54.27,0.00,4.69
NHFATT,NEW HOONG FATT HOLDINGS BERHAD,MAIN,7060,Automotive,254.63m,3.08,6.30,4.22,7.47
NICE,NICHE CAPITAL EMAS HOLDINGS BERHAD,MAIN,7139,Personal Goods,149.67m,0.13,-,0.00,-9.50
NIHSIN,NI HSIN GROUP BERHAD,MAIN,7215,Household Goods,68.76m,0.12,-,0.00,-6.78
NOTION,NOTION VTEC BERHAD,MAIN,0083,Technology Equipment,159.91m,0.31,34.07,0.00,1.12
NOVA,NOVA WELLNESS GROUP BERHAD,MAIN,0201,Pharmaceuticals,234.26m,0.74,15.61,4.42,14.27
NOVAMSC,NOVA MSC BERHAD,ACE,0026,Software,131.19m,0.11,-,0.00,-35.67
NP,NOVELPLUS TECHNOLOGY BERHAD,LEAP,03045,Digital Services,110.00m,0.28,-,0.00,-
NPC,NPC RESOURCES BERHAD,MAIN,5047,Plantation,240.00m,2.00,-,0.00,-0.58
NPS,NOVA PHARMA SOLUTIONS BERHAD,LEAP,03006,Pharmaceuticals,33.53m,0.23,-,2.22,-
NSOP,NEGRI SEMBILAN OIL PALMS BERHAD,MAIN,2038,Plantation,230.26m,3.28,13.33,5.18,2.88
NTPM,NTPM HOLDINGS BERHAD,MAIN,5066,Household Goods,454.90m,0.41,-,3.95,-1.36
NYLEX,NYLEX (MALAYSIA) BERHAD,MAIN,4944,Chemicals,69.96m,0.36,-,0.00,-6.50
OCB,OCB BERHAD,MAIN,5533,Food & Beverages,74.05m,0.72,23.84,0.00,1.79
OCK,OCK GROUP BERHAD,MAIN,0172,Telecommunications Service Providers,437.70m,0.42,11.79,0.00,5.42
OCNCASH,OCEANCASH PACIFIC BERHAD,MAIN,0049,Personal Goods,78.24m,0.30,14.35,3.33,4.49
OCR,OCR GROUP BERHAD,MAIN,7071,Construction,103.20m,0.08,-,0.00,-2.83
OFI,ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,MAIN,7107,Food & Beverages,285.60m,1.19,13.81,2.52,8.80
OIB,ORIENTAL INTEREST BERHAD,MAIN,5827,Property,571.43m,1.23,9.26,4.07,8.98
OKA,OKA CORPORATION BHD,MAIN,7140,Building Materials,165.64m,0.68,24.82,4.89,3.53
OLYMPIA,OLYMPIA INDUSTRIES BERHAD,MAIN,3018,"Travel, Leisure & Hospitality",81.87m,0.08,-,0.00,-3.71
OMESTI,OMESTI BHD,MAIN,9008,Digital Services,191.94m,0.36,1.51,0.00,40.24
OMH,OM HOLDINGS LIMITED,MAIN,5298,Metals,1.093b,1.48,-,0.00,-
ONEGLOVE,ONE GLOVE GROUP BERHAD,MAIN,5079,"Travel, Leisure & Hospitality",93.72m,0.22,-,0.00,-
OPCOM,OPCOM HOLDINGS BERHAD,ACE,0035,Telecommunications Equipment,264.98m,0.69,-,0.00,-
OPENSYS,OPENSYS (M) BERHAD,MAIN,0040,Software,158.63m,0.36,13.00,3.94,14.37
OPPSTAR,OPPSTAR BERHAD,ACE,0275,Semiconductors,979.75m,1.54,-,0.52,-
OPTIMAX,OPTIMAX HOLDINGS BERHAD,MAIN,0222,Health Care Providers,364.50m,0.68,25.28,3.56,24.27
ORGABIO,ORGABIO HOLDINGS BERHAD,ACE,0252,Food & Beverages,59.49m,0.24,-,0.00,-1.71
ORIENT,ORIENTAL HOLDINGS BERHAD,MAIN,4006,Automotive,3.939b,6.35,12.48,6.30,4.28
ORNA,ORNAPAPER BERHAD,MAIN,5065,Packaging Materials,66.97m,0.89,-,1.12,-0.29
OSK,OSK HOLDINGS BERHAD,MAIN,5053,Property,2.493b,1.19,5.19,5.04,8.00
OSKVI,OSK VENTURES INTERNATIONAL BERHAD,ACE,0053,Other Financials,106.70m,0.54,3.65,3.70,12.12
OVERSEA,OVERSEA ENTERPRISE BERHAD,ACE,0153,"Travel, Leisure & Hospitality",136.78m,0.06,-,0.00,-2.00
OVH,OCEAN VANTAGE HOLDINGS BERHAD,ACE,0220,"Energy Infrastructure, Equipment & Services",98.69m,0.24,30.92,0.00,4.75
OWG,ONLY WORLD GROUP HOLDINGS BERHAD,MAIN,5260,"Travel, Leisure & Hospitality",243.21m,0.53,20.70,0.00,5.12
P&O,PACIFIC & ORIENT BERHAD,MAIN,6009,Insurance,282.82m,0.98,67.59,10.00,1.20
PA,P.A. RESOURCES BERHAD,MAIN,7225,Metals,365.92m,0.25,11.67,4.08,11.17
PADINI,PADINI HOLDINGS BERHAD,MAIN,7052,Retailers,2.579b,3.92,11.58,2.93,21.42
PANAMY,PANASONIC MANUFACTURING MALAYSIA BERHAD,MAIN,3719,Household Goods,1.107b,18.22,12.42,6.70,10.93
PANSAR,PANSAR BERHAD,MAIN,8419,Building Materials,300.60m,0.64,20.13,0.55,4.68
PANTECH,PANTECH GROUP HOLDINGS BERHAD,MAIN,5125,Metals,714.18m,0.84,6.19,7.14,13.44
PAOS,PAOS HOLDINGS BERHAD,MAIN,5022,Household Goods,52.54m,0.29,-,0.00,-0.04
PARAGON,PARAGON UNION BERHAD,MAIN,9407,Household Goods,217.12m,2.59,-,0.00,-12.93
PARAMON,PARAMOUNT CORPORATION BERHAD,MAIN,1724,Property,604.04m,0.97,7.39,6.19,5.81
PARKSON,PARKSON HOLDINGS BERHAD,MAIN,5657,Retailers,344.67m,0.30,-,0.00,-2.78
PARKWD,PARKWOOD HOLDINGS BERHAD,MAIN,2682,Property,40.89m,0.15,16.67,0.00,1.57
PARLO,PARLO BERHAD,ACE,0022,"Travel, Leisure & Hospitality",87.17m,0.15,-,0.00,-
